raw,smooth,rel,gombit,base2,base10,raw_obj,smooth_obj,rel_obj,gombit_obj,base2_obj,base10_obj,instance_freq
0,0,0,0,0,0,0,0,0,0,0,0,0
2.7961151899510943,3.7961139287215913,2.733125593806984,2.7647857067974835,4.033941518296746,1.2143373977616232,2.7961151899510943,3.7961139287215913,2.733125593806984,2.7647857067974835,4.033941518296746,1.2143373977616232,744474
5.046038502118649,6.046025840963164,5.039582935347867,5.042812455163579,7.279894723141348,2.1914666769414795,5.046038502118649,6.046025840963164,5.039582935347867,5.042812455163579,7.279894723141348,2.1914666769414795,78473
4.49502121000601,5.495013947300474,4.483793976006071,4.489412845116491,6.48494480836638,1.9521629075436886,4.49502121000601,5.495013947300474,4.483793976006071,4.489412845116491,6.48494480836638,1.9521629075436886,136152
2.4509684940484373,3.450967624885275,2.3608139437714017,2.4062298560970614,3.5360000917387713,1.0644420922839595,2.4509684940484373,3.450967624885275,2.3608139437714017,2.4062298560970614,3.5360000917387713,1.0644420922839595,1051344
2.765867039642566,3.765865818434895,2.7008787958078164,2.733548889525152,3.9903026618505684,1.2012007929948492,2.765867039642566,3.765865818434895,2.7008787958078164,2.733548889525152,3.9903026618505684,1.2012007929948492,767337
2.1513715994614087,3.15137097653818,2.027706236897455,2.0901760504033726,3.1037731376523316,0.9343288141694627,2.1513715994614087,3.15137097653818,2.027706236897455,2.0901760504033726,3.1037731376523316,0.9343288141694627,1418594
5.013011518792169,6.012999271627996,5.006338459398461,5.009676844499704,7.232246858080713,2.1771232403288785,5.013011518792169,6.012999271627996,5.006338459398461,5.009676844499704,7.232246858080713,2.1771232403288785,81108
2.4669060145555424,3.4669051301117633,2.378242034299955,2.4229015571968526,3.5589930735384376,1.071363669495415,2.4669060145555424,3.4669051301117633,2.378242034299955,2.4229015571968526,3.5589930735384376,1.071363669495415,1034721
3.5779698532080664,4.577966999553066,3.549639977603489,3.563838356092611,5.16191936367349,1.5538925636644512,3.5779698532080664,4.577966999553066,3.549639977603489,3.563838356092611,5.16191936367349,1.5538925636644512,340639
6.929988381101855,7.929904623235798,6.9290098903040835,6.929499175596498,9.997859870833782,3.0096557135661848,6.929988381101855,7.929904623235798,6.9290098903040835,6.929499175596498,9.997859870833782,3.0096557135661848,11927
2.464021477437046,3.464020595776991,2.3750896399209815,2.4198850732847355,3.5548315661423233,1.0701109309420072,2.464021477437046,3.464020595776991,2.3750896399209815,2.4198850732847355,3.5548315661423233,1.0701109309420072,1037710
5.539239296995406,6.539218511534928,5.53530204127119,5.537271315049169,7.991433064072541,2.405661060626753,5.539239296995406,6.539218511534928,5.53530204127119,5.537271315049169,7.991433064072541,2.405661060626753,47921
5.438520073248794,6.438501287146113,5.434164692188919,5.436343173108076,7.846125939451118,2.3619192575320205,5.438520073248794,6.438501287146113,5.434164692188919,5.436343173108076,7.846125939451118,2.3619192575320205,52999
4.124802897296396,5.124797907157754,4.1085041099911574,4.116664572388755,5.950832684573939,1.7913791372343704,4.124802897296396,5.124797907157754,4.1085041099911574,4.116664572388755,5.950832684573939,1.7913791372343704,197155
5.477771730860925,6.477752189434327,5.473584345542259,5.475678768792969,7.902754111234811,2.3789660358385247,5.477771730860925,6.477752189434327,5.473584345542259,5.475678768792969,7.902754111234811,2.3789660358385247,50959
4.223454098833096,5.223448582810166,4.208697796646717,4.2160850205757,6.093156283808674,1.834222809694885,4.223454098833096,5.223448582810166,4.208697796646717,4.2160850205757,6.093156283808674,1.834222809694885,178634
6.688616737798336,7.688550958830662,6.687370958388267,6.687993912758545,9.649634198028576,2.904829340791547,6.688616737798336,7.688550958830662,6.687370958388267,6.687993912758545,9.649634198028576,2.904829340791547,15183
3.8950619988980812,4.895058049867053,3.874510135508736,3.8848036662701624,5.619386629765315,1.6916039327924868,3.8950619988980812,4.895058049867053,3.874510135508736,3.8848036662701624,5.619386629765315,1.6916039327924868,248075
10.271543083644511,11.269176300634093,10.271508479108345,10.271525781427522,14.818704269051269,4.460874481858323,10.271543083644511,11.269176300634093,10.271508479108345,10.271525781427522,14.818704269051269,4.460874481858323,422
8.223391699957885,9.223086205179191,8.22312336044315,8.223257533200742,11.863846424816705,3.5713736378207113,8.223391699957885,9.223086205179191,8.22312336044315,8.223257533200742,11.863846424816705,3.5713736378207113,3272
6.097994663479848,7.097958259116471,6.0957447644173115,6.096869924867162,8.79754666036974,2.6483254330247754,6.097994663479848,7.097958259116471,6.0957447644173115,6.096869924867162,8.79754666036974,2.6483254330247754,27407
7.093587994348239,8.093489335296415,7.092757236866166,7.093172644363846,10.233884221555693,3.0807061228405956,7.093587994348239,8.093489335296415,7.092757236866166,7.093172644363846,10.233884221555693,3.0807061228405956,10127
6.840004984929684,7.8399284415128445,6.838934313900698,6.839469697179204,9.868041271413844,2.970576421145697,6.840004984929684,7.8399284415128445,6.838934313900698,6.839469697179204,9.868041271413844,2.970576421145697,13050
6.154704602074443,7.154666068817399,6.152578876158412,6.1536419273960234,8.87936180754928,2.6729542464254803,6.154704602074443,7.154666068817399,6.152578876158412,6.1536419273960234,8.87936180754928,2.6729542464254803,25896
6.248988123407237,7.248945772292276,6.247053845390888,6.248021140292013,9.01538417621365,2.71390105947472,6.248988123407237,7.248945772292276,6.247053845390888,6.248021140292013,9.01538417621365,2.71390105947472,23566
5.688414997525079,6.688390855012142,5.685024301727612,5.686720128660387,8.206648107447837,2.470447244200842,5.688414997525079,6.688390855012142,5.685024301727612,5.686720128660387,8.206648107447837,2.470447244200842,41280
4.936525951374523,5.9365146120473264,4.9293205577421135,4.932925417794771,7.121901509267696,2.143905980454156,4.936525951374523,5.9365146120473264,4.9293205577421135,4.932925417794771,7.121901509267696,2.143905980454156,87555
6.975092047846804,7.975004422088845,6.974156730263918,6.974624425506119,10.062930707172628,3.0292439871471193,6.975092047846804,7.975004422088845,6.974156730263918,6.974624425506119,10.062930707172628,3.0292439871471193,11401
3.5643910984992786,4.564388284437337,3.5356682992776833,3.5500640736186186,5.142329361593674,1.5479953854233068,3.5643910984992786,4.564388284437337,3.5356682992776833,3.5500640736186186,5.142329361593674,1.5479953854233068,345296
3.1872749498992077,4.18727304567353,3.145114331323368,3.1662687027541914,4.598265764169207,1.3842159230496895,3.1872749498992077,4.18727304567353,3.145114331323368,3.1662687027541914,4.598265764169207,1.3842159230496895,503467
6.825172995974353,7.825097580635447,6.824086317716996,6.824629706048609,9.84664323450147,2.964134970186747,6.825172995974353,7.825097580635447,6.824086317716996,6.824629706048609,9.84664323450147,2.964134970186747,13245
4.102343905420806,5.102339027927317,4.085671819234547,4.094019443903262,5.91843120837166,1.781625320993692,4.102343905420806,5.102339027927317,4.085671819234547,4.094019443903262,5.91843120837166,1.781625320993692,201633
6.052767455682952,7.052732664707609,6.050413341179719,6.051590629341977,8.732297591967903,2.6286835062466913,6.052767455682952,7.052732664707609,6.050413341179719,6.051590629341977,8.732297591967903,2.6286835062466913,28675
4.066544994844408,5.066540291754596,4.049259972841212,4.05791493264455,5.866784297613863,1.7660780516722143,4.066544994844408,5.066540291754596,4.049259972841212,4.05791493264455,5.866784297613863,1.7660780516722143,208982
